"Datetime","Sku","Customer","Qty","Amt"
"11/2/2015","691001","148690","1803.4415","294925.2734999997"
"11/3/2015","691001","148416","11424.083200000001","922582.9775999994"
"11/4/2015","691001","148416","3100.6082","496409.6632999997"
"11/5/2015","691001","134952","1905.3331","395082.9098999998"
"11/6/2015","691001","137991","6357.332899999999","994434.8212999986"
"11/7/2015","603160","134365","1205","161426.22000000018"
"11/9/2015","691001","159566","3099.9582","307668.553"
"11/10/2015","691001","224219","3121.9914","403576.35339999944"
"11/11/2015","691001","161958","4112.2499","548348.9394999999"
"11/12/2015","691001","161941","3765.1916","458244.07899999974"
"11/13/2015","691001","123321","6952.6867","492346.1374999996"
"11/14/2015","615051","148683","1870","244820.83000000002"
"11/16/2015","691001","148737","2555.9997000000003","506356.5778999999"
"11/17/2015","691001","137984","3265.9165000000003","487431.1700999994"
"11/18/2015","691001","169596","4360.6033","453706.19910000055"
"11/19/2015","691001","123321","4049.9165000000003","529208.9976999989"
"11/20/2015","691001","123321","2285.1662","265587.5211"
"11/21/2015","101029","148690","1809","176485.9399999999"
"11/23/2015","691001","148690","2264.5831","235629.10219999994"
"11/24/2015","691001","224219","3366.925","399455.02119999833"
"11/25/2015","691001","173432","2253.0825999999997","218841.0593999999"
"11/26/2015","691001","159900","2498.25","254192.01719999986"
"11/27/2015","691001","150679","2006.5497","269941.54719999974"
"11/28/2015","102075","134952","1635","218794.99999999988"
"11/30/2015","691001","224202","3306.2748","380843.8965999997"
"12/1/2015","691001","150679","4455.0833","695784.1310999985"
"12/2/2015","691001","194482","3114.9165000000003","420843.53529999964"
"12/3/2015","691001","167646","1136.25","157256.89190000005"
"12/4/2015","691001","162535","1327.5831","260864.2081"
"12/7/2015","603160","134365","933","146897.42000000007"
"12/8/2015","691001","116330","140227.7499","220925.83789999978"
"12/9/2015","691001","183424","1200.8832","143178.33360000007"
"12/10/2015","691001","224202","6511.441699999999","797795.8583999983"
"12/11/2015","603160","137953","2746","364072.83999999944"
"12/12/2015","619332","148416","3710","389032.97"
"12/14/2015","691001","162535","4509.8332","207160.41079999993"
"12/15/2015","691001","148690","2741.1665000000003","353283.5221999991"
"12/16/2015","691001","134945","3008.4165000000003","288506.5026999999"
"12/17/2015","691001","167110","1841.3749","234223.24590000004"
"12/18/2015","691001","148706","2004.9162999999999","235770.4911000001"
"12/19/2015","213028","148683","3726.5","412795.3600000002"
"12/21/2015","691001","224219","4672.2498","539055.8348999991"
