,"Quarter","Region","State","Trips","Purpose"
641,"2017-02-15","122126","691001","42893","2085886.1489999997"
642,"2017-02-16","150075","691001","28068","1504193.8721000003"
643,"2017-02-17","042271","691001","19975","1098442.2548999994"
644,"2017-02-18","004460","112025","16356","1038787.5699999997"
645,"2017-02-20","004477","691001","8089","529270.1709999996"
646,"2017-02-21","122133","691001","31629","1587689.1274999997"
647,"2017-02-22","122133","691001","11943","950632.5168000007"
648,"2017-02-23","101916","691001","36210","2258879.2628000006"
649,"2017-02-24","110666","691001","46985","2667289.805499998"
650,"2017-02-25","110642","215016","19721","1448473.2099999988"
651,"2017-02-27","139957","691001","44139","2186165.8035"
652,"2017-02-28","018511","125004","35320","1802484.7900000003"
653,"2017-03-01","139957","691001","28185","1659747.107699999"
654,"2017-03-02","101916","691001","17923","1014294.4752999999"
655,"2017-03-03","223922","691001","14022","837579.753600004"
656,"2017-03-04","107024","618072","1024","111501.81999999989"
657,"2017-03-06","077921","691001","14265","823926.039"
658,"2017-03-07","111403","691001","15617","960495.856100001"
659,"2017-03-08","196400","711005","14062","815065.0900000007"
660,"2017-03-09","139957","691001","12625","714341.5465999998"
661,"2017-03-10","042233","691001","26683","1463502.2823999992"
662,"2017-03-11","235000","618082","5240","241763.43999999994"
663,"2017-03-13","018535","691001","28444","1365798.3189999987"
664,"2017-03-14","004477","691001","22312","1148903.9533999998"
665,"2017-03-15","150143","691001","7808","467213.45239999966"
666,"2017-03-16","042295","691001","8953","505965.8960999994"
667,"2017-03-17","221904","602482","20095","1252743.5600000005"
668,"2017-03-18","061982","615046","35295","1880670.3899999973"
669,"2017-03-20","042288","691001","52677","2667958.2861000015"
670,"2017-03-21","234997","202185","30176","1733545.0499999986"
671,"2017-03-22","150143","720006","27488","1702805.1299999899"
672,"2017-03-23","122065","691001","22241","1553575.3879999984"
673,"2017-03-24","122126","219597","38780","2375884.2099999995"
674,"2017-03-25","013622","219260","3730","258115.95999999996"
675,"2017-03-27","235116","202080","15281","778850.1799999995"
676,"2017-03-28","111397","691001","16949","1050534.440099999"
677,"2017-03-29","122126","691001","49896","2445448.7975"
678,"2017-03-30","081195","702009","35978","1882773.8499999999"
679,"2017-03-31","077945","210070","50444","2507288.020000001"
680,"2017-04-01","234911","602206","17838","932902.5600000016"
681,"2017-04-03","013622","691001","21819","1113440.3724000002"
682,"2017-04-04","110642","691001","28793","1524690.8992999997"
683,"2017-04-05","101916","691001","21348","1035960.1882999996"
684,"2017-04-06","110673","691001","13402","659210.1581000006"
685,"2017-04-07","018511","123010","41333","2460022.750000001"
686,"2017-04-08","122065","125004","13499","644234.3299999994"
687,"2017-04-10","167929","115016","22382","1126509.3700000015"
688,"2017-04-11","153779","691001","17894","1018396.633"
689,"2017-04-12","122126","691001","5015","246884.54480000003"
690,"2017-04-17","013622","219255","27022","1462648.550000002"
691,"2017-04-18","139957","691001","53189","2924309.2043000027"
692,"2017-04-19","026998","691001","17232","1546180.2860000005"
693,"2017-04-20","139957","691001","18918","1669535.6643000003"
694,"2017-04-21","196370","708009","28107","1853113.550000001"
695,"2017-04-22","101916","219409","11108","601721.9199999995"
696,"2017-04-24","018535","125004","12427","725168.5699999997"
697,"2017-04-25","139803","691001","27691","1667946.3736999999"
698,"2017-04-26","018511","691001","33277","1710064.882699998"
699,"2017-04-27","167899","691001","53226","2528598.1643000008"
700,"2017-04-28","150082","691001","36109","1791255.2259999989"
701,"2017-04-29","018511","115016","31992","1530501.1499999997"
702,"2017-05-02","077938","214067","7418","458119.7199999992"
703,"2017-05-03","110659","691001","22782","1161083.7597000003"
704,"2017-05-04","076467","691001","31116","1530397.2783000001"
705,"2017-05-05","042295","218023","10297","489379.8700000003"
706,"2017-05-06","027001","102068","1652","86913.82999999996"
707,"2017-05-08","076467","691001","18465","886646.2004000001"
708,"2017-05-09","101916","691001","27113","1661399.4323999973"
709,"2017-05-11","139957","691001","28079","1658147.8235000006"
710,"2017-05-12","122126","691001","13575","837232.1880000001"
711,"2017-05-13","013622","220418","13868","703490.3500000002"
712,"2017-05-15","101916","691001","10118","512136.1025000001"
713,"2017-05-16","139957","691001","12924","812915.4666000002"
714,"2017-05-17","153762","691001","29254","1396278.3971999984"
715,"2017-05-18","150099","691001","27514","1472346.234800001"
716,"2017-05-19","139957","691001","27288","1369255.8935000005"
717,"2017-05-20","013622","102094","20863","1055980.680000001"
718,"2017-05-22","150099","118073","29918","1623909.1500000004"
719,"2017-05-23","011734","115030","23779","1631951.8300000008"
720,"2017-05-24","139957","691001","12115","716294.3630000008"
721,"2017-05-25","153762","720018","28741","1849232.8500000006"
722,"2017-05-26","027018","691001","36883","2116975.202400001"
723,"2017-05-27","150075","615019","32836","1616805.25"
724,"2017-05-29","150143","691001","15921","804815.0164000004"
725,"2017-05-30","101916","225030","7541","416865.96999999986"
726,"2017-05-31","018511","691001","29430","1502716.5773000002"
727,"2017-06-01","110642","691001","2749","165428.04639999993"
728,"2017-06-02","122058","691001","4756","451757.01269999973"
729,"2017-06-03","139957","601001","32501","1767907.3900000013"
730,"2017-06-05","013622","691001","38651","1890584.630199997"
731,"2017-06-06","173975","619217","26709","1491576.7099999988"
732,"2017-06-07","086510","691001","54360","2821166.3032999937"
733,"2017-06-08","061807","615053","43207","2149346.4599999967"
734,"2017-06-09","077921","702009","36526","2033734.94"
735,"2017-06-10","018535","220407","13002","693788.8000000006"
736,"2017-06-12","153762","691001","10291","580771.1261"
737,"2017-06-13","076467","691001","27902","1575654.5502000002"
738,"2017-06-14","077945","691001","22947","1396450.3281999992"
739,"2017-06-15","018535","102103","25630","1502143.0100000002"
740,"2017-06-16","013622","691001","40320","2108854.9128999994"
741,"2017-06-17","018511","119430","78228","3718469.5800000066"
742,"2017-06-19","221898","691001","27386","1448513.186400001"
743,"2017-06-20","150099","691001","29563","1539233.5359999987"
744,"2017-06-21","086510","691001","39414","2018829.6264999995"
745,"2017-06-22","011734","691001","32798","1756487.0381999994"
746,"2017-06-23","167912","691001","16619","918316.5780000008"
747,"2017-06-24","061821","615035","37968","2062040.1900000009"
748,"2017-06-26","076467","691001","18012","1124427.8749"
749,"2017-06-27","111397","216270","67646","3401991.7500000065"
750,"2017-06-28","153762","691001","35571","1836753.2544999998"
751,"2017-06-29","013622","603165","36176","2123052.29"
752,"2017-06-30","167851","612030","35528","1868813.8849999986"
753,"2017-07-01","235260","618083","13142","1043162.5600000002"
754,"2017-07-03","235239","618074","18758","1105648.0599999998"
755,"2017-07-04","061982","615035","5340","330883.01"
756,"2017-07-05","139957","691001","44394","2517635.2487000003"
757,"2017-07-06","167912","691001","17644","1053923.1646999991"
758,"2017-07-07","153779","691001","24699","1232175.742599999"
759,"2017-07-10","018535","220407","22384","1420079.939999999"
760,"2017-07-11","076467","691001","14901","906823.6965999994"
761,"2017-07-12","194383","612030","33741","1730451.3957000007"
762,"2017-07-13","122164","115016","23931","1381396.9299999992"
763,"2017-07-14","013622","691001","26151","1386378.2393999966"
764,"2017-07-15","234904","618080","7710","385041.18999999954"
765,"2017-07-17","018511","612030","22110","1130634.2298999995"
766,"2017-07-18","194383","612030","19354","1154317.5426999987"
767,"2017-07-19","150075","691001","18377","1326758.6978999993"
768,"2017-07-20","122126","219271","18385","1127309.5299999998"
769,"2017-07-21","013622","612030","19073","1443790.0773000012"
770,"2017-07-22","027018","206011","20667","1017526.4999999994"
771,"2017-07-24","018511","612030","7698","410820.0052999997"
772,"2017-07-25","139957","691001","24612","1457963.3367999988"
773,"2017-07-26","042240","612030","25422","1521070.8664000006"
774,"2017-07-27","122072","691001","28065","1467057.2392000013"
775,"2017-07-29","094560","619217","9962","632635.5999999996"
776,"2017-07-31","042271","612030","4111","206511.38860000003"
777,"2017-08-01","234942","618080","17126","1085738.0199999998"
778,"2017-08-02","027018","211028","19808","1163924.3600000017"
779,"2017-08-03","167899","612030","9863","568959.5284999999"
780,"2017-08-04","076467","766000","14891","602177.9700000001"
781,"2017-08-05","092009","202047","16209","867635.6599999996"
782,"2017-08-07","139803","691001","31211","1503746.2409999983"
783,"2017-08-08","018511","612030","18172","915220.4295999999"
784,"2017-08-09","122645","619217","21726","1630626.1699999997"
785,"2017-08-10","086510","612030","43125","2557966.6029999983"
786,"2017-08-11","011734","612030","24075","1216469.1791999994"
787,"2017-08-12","013622","119216","17782","974610.3200000012"
788,"2017-08-14","013622","612030","18748","865977.6985000005"
789,"2017-08-15","077945","691001","41119","2078857.0621000002"
790,"2017-08-16","167912","612030","15365","848688.1649"
791,"2017-08-17","042295","691001","33189","1893515.0214000025"
792,"2017-08-18","013875","702009","48429","2468774.8400000026"
793,"2017-08-19","013622","220401","18634","1021217.0799999995"
794,"2017-08-21","111410","691001","22289","1564878.286"
795,"2017-08-22","110659","691001","21102","1193976.038000002"
796,"2017-08-23","101916","691001","30143","1907593.0881000008"
797,"2017-08-24","086510","691001","20419","1125841.1227"
798,"2017-08-25","221881","691001","33599","1577333.8408000001"
799,"2017-08-26","223915","602256","14953","687331.8200000002"
800,"2017-08-28","167912","612030","34953","1723540.6120000002"
801,"2017-08-29","101916","711005","52529","2444642.5900000026"
802,"2017-08-30","235161","602252","20610","1170020.0899999999"
803,"2017-08-31","150129","691001","22989","1333499.3343999991"
804,"2017-09-01","153786","691001","40376","2004446.0881999996"
805,"2017-09-02","018535","106001","19984","1008506.0699999994"
806,"2017-09-04","018511","691001","17955","992366.0160999995"
807,"2017-09-05","139957","691001","28076","1491109.4510999988"
808,"2017-09-06","042271","612030","13293","742574.1631999998"
809,"2017-09-07","122126","691001","27555","1581949.9353000005"
810,"2017-09-08","150136","691001","21356","1115513.6392"
811,"2017-09-09","110666","116107","14060","973181.0599999995"
812,"2017-09-11","042271","612030","19079","989354.6917999993"
813,"2017-09-12","111410","720006","30032","1615624.0399999986"
814,"2017-09-13","167899","691001","33231","1882623.9479999996"
815,"2017-09-14","110673","691001","28693","1521141.6261000005"
816,"2017-09-15","122676","615085","22915","1254209.6799999992"
817,"2017-09-16","221881","202172","9274","470143.6899999999"
818,"2017-09-18","042288","612030","13535","678511.3964999999"
819,"2017-09-19","042240","691001","12404","579103.7045"
820,"2017-09-20","101916","691001","36893","1998445.0449000017"
821,"2017-09-21","150105","691001","20748","1071354.1759999995"
822,"2017-09-22","150099","691001","34261","2204706.2592999986"
823,"2017-09-23","234843","602492","20695","1483226.199999999"
824,"2017-09-25","027018","691001","25024","1266963.5607000014"
825,"2017-09-26","139957","691001","31704","1587257.1261000005"
826,"2017-09-27","150112","691001","29849","1633587.5020000006"
827,"2017-09-28","139803","691001","32547","1684464.4384999985"
828,"2017-09-29","150105","691001","48950","2221725.326699996"
829,"2017-09-30","151386","211200","36592","1762271.1399999985"
830,"2017-10-02","110642","691001","32934","1543736.189300001"
831,"2017-10-03","110673","691001","56089","2699991.6981000006"
832,"2017-10-04","013622","612030","19837","916567.6908000002"
833,"2017-10-05","013622","615080","13868","938839.2299999993"
834,"2017-10-06","011734","120194","20532","968655.9299999999"
835,"2017-10-07","122676","615027","7064","352951.1199999993"
836,"2017-10-09","110673","691001","14005","698466.0774999998"
837,"2017-10-10","042271","115030","32336","1539858.2600000002"
838,"2017-10-11","101916","691001","39404","2300858.561399999"
839,"2017-10-12","150099","691001","23118","1818203.610299998"
840,"2017-10-14","061807","615031","17359","903205.5900000008"
841,"2017-10-16","150075","691001","26976","1319002.1881999983"
842,"2017-10-17","122126","691001","30038","1469076.2058999992"
843,"2017-10-18","079987","619217","28022","1455002.84"
844,"2017-10-19","151386","691001","20269","1305885.2610999981"
845,"2017-10-20","101916","691001","45005","2597883.4428000003"
846,"2017-10-21","061821","615038","11885","906566.2099999997"
847,"2017-10-24","042271","612030","13638","697626.2386000006"
848,"2017-10-25","110642","691001","35399","1723890.310499998"
849,"2017-10-27","153786","219040","26373","1477158.669999998"
850,"2017-10-28","011734","102136","50010","2590038.789999999"
851,"2017-10-30","194383","612030","25995","1601469.7762999933"
852,"2017-10-31","167912","691001","19091","1035954.9741000006"
853,"2017-11-01","167899","619433","25323","1341190.6901000002"
854,"2017-11-02","153786","691001","17200","1124330.5582000003"
855,"2017-11-03","150099","691001","11532","638820.1893999999"
856,"2017-11-04","122140","111114","15841","718240.8699999996"
857,"2017-11-06","061982","613080","24094","1068829.3800000008"
858,"2017-11-07","221904","691001","39850","1965636.0628000007"
859,"2017-11-08","026998","115016","15990","925348.4200000013"
860,"2017-11-09","042271","612030","34283","1937906.476999998"
861,"2017-11-10","167851","612030","32436","1800436.2353000003"
862,"2017-11-11","111410","103147","23332","1121477.1299999997"
863,"2017-11-13","139957","691001","7882","402210.41440000036"
864,"2017-11-14","122065","120194","43344","2419787.16"
865,"2017-11-15","042271","612030","23399","1264382.9026000008"
866,"2017-11-16","027001","691001","19241","1364347.9019999993"
867,"2017-11-17","194390","691001","49531","2574518.7024000003"
868,"2017-11-18","110642","102075","14146","656897.6100000003"
869,"2017-11-20","194390","612030","14198","717619.4256000001"
870,"2017-11-21","018535","612030","25192","1212106.6447999983"
871,"2017-11-22","027018","691001","17189","910021.196700001"
872,"2017-11-23","167905","691001","13532","862841.8817999993"
873,"2017-11-24","077945","691001","40208","2112231.128"
874,"2017-11-25","062026","619217","21101","1245629.6300000008"
875,"2017-11-27","122058","691001","30628","1718645.9063999988"
876,"2017-11-28","194390","612030","60226","3311941.935999997"
877,"2017-11-29","150082","691001","32869","1623883.046000001"
878,"2017-11-30","042295","612030","35046","1766687.6253999984"
879,"2017-12-01","101916","691001","15056","801003.9383000003"
880,"2017-12-02","062026","115016","3780","447895.8"
881,"2017-12-04","077921","691001","17268","875898.5481999998"
882,"2017-12-06","153779","691001","18641","904278.5507000005"
883,"2017-12-07","122065","691001","25824","1350702.1280000005"
884,"2017-12-08","221904","691001","24051","1132142.5659000007"
885,"2017-12-09","081195","619217","28001","1975438.4200000009"
886,"2017-12-11","013622","691001","21818","1480939.8698000005"
887,"2017-12-12","150075","691001","17304","880628.6364000001"
888,"2017-12-13","111397","691001","13605","668075.7627000007"
889,"2017-12-14","150075","691001","21480","1408876.1145999997"
890,"2017-12-15","018511","612030","31679","1819864.1663999998"
891,"2017-12-16","123703","615081","35687","2115927.029999997"
892,"2017-12-18","122126","691001","28146","1597146.285099999"
893,"2017-12-19","223915","691001","47300","2306190.0363000026"
894,"2017-12-20","139957","691001","28709","1443387.095400001"
895,"2017-12-21","223908","691001","10620","535382.4065999994"
896,"2017-12-22","101916","691001","26676","1479400.390400002"
897,"2017-12-23","118341","619217","19461","1219741.6800000018"
898,"2017-12-24","235222","602251","1277","85766.10999999988"
899,"2017-12-25","086510","612030","13105","668413.1859000011"
900,"2017-12-26","018535","691001","58666","3172665.4789000005"
901,"2017-12-27","013622","612030","42989","2232600.2449999996"
902,"2017-12-28","111410","691001","55419","2631221.5791999944"
903,"2017-12-29","150143","691001","120589","5543718.341500002"
904,"2018-01-03","167851","702009","14336","668290.4099999998"
905,"2018-01-04","150112","691001","34891","1708337.4995000008"
906,"2018-01-05","122072","691001","13168","814599.2621999994"
907,"2018-01-08","194383","612030","12011","743660.9554000001"
908,"2018-01-09","139957","103133","15994","1021932.3499999994"
909,"2018-01-10","018535","691001","11135","537692.9354999994"
910,"2018-01-11","111397","691001","36116","2519813.380400003"
911,"2018-01-12","042288","691001","32215","1971232.638299999"
912,"2018-01-13","094881","102075","12143","899255.5799999997"
913,"2018-01-15","004460","691001","34104","1857135.9741000005"
914,"2018-01-16","167851","612030","22429","1161544.8191999998"
915,"2018-01-17","150136","612030","12968","966341.9029"
916,"2018-01-18","101916","619433","13531","885881.4286999988"
917,"2018-01-19","194383","612030","22294","1358496.9481999998"
918,"2018-01-20","235123","202173","4535","370014.0899999998"
919,"2018-01-22","042295","612030","26662","1292785.3363000003"
920,"2018-01-23","139803","691001","21223","1122460.3404999995"
921,"2018-01-24","042288","612030","30725","1675459.706299998"
922,"2018-01-25","194390","691001","18186","1053404.7052999989"
923,"2018-01-26","013622","691001","52946","3017620.1900000013"
924,"2018-01-27","018535","225020","34229","1932621.2400000014"
925,"2018-01-29","076467","691001","21282","1045676.2036000002"
926,"2018-01-30","018535","612030","17350","883011.5717999992"
927,"2018-01-31","018511","691001","21424","1226407.8254999986"
928,"2018-02-01","086510","691001","40129","2052362.3828000003"
929,"2018-02-02","110642","691001","39961","2255793.8649000004"
930,"2018-02-03","018535","601001","9200","444351.22"
931,"2018-02-05","042295","612030","12275","550273.5178000003"
932,"2018-02-06","153786","114031","16519","908716.28"
933,"2018-02-07","223892","691001","15558","1204288.8728000005"
934,"2018-02-08","194390","691001","20952","1692138.7371999999"
935,"2018-02-09","018511","612030","13338","730105.1077999996"
936,"2018-02-10","150099","216028","38957","2207182.0599999996"
937,"2018-02-12","122072","691001","27481","1377661.5079999997"
938,"2018-02-13","042295","612030","9462","677379.724399999"
939,"2018-02-14","153779","691001","32177","1457055.6959999995"
940,"2018-02-15","027001","612030","25300","1547622.7383"
941,"2018-02-19","042295","612030","22401","1150115.6829000001"
942,"2018-02-20","018535","691001","47193","2531320.527200001"
943,"2018-02-21","101916","691001","18625","1019012.1914000005"
944,"2018-02-22","018535","691001","36735","1882086.0873999982"
945,"2018-02-23","011734","691001","50376","2487337.982800001"
946,"2018-02-24","042271","119237","68657","3470894.0799999963"
947,"2018-02-25","004460","179074","26076","1704083.429999999"
948,"2018-02-26","122133","691001","93572","4709853.889800007"
949,"2018-02-27","013875","612030","35510","1862544.5136999995"
950,"2018-02-28","122645","619217","58066","2958038.0000000005"
951,"2018-03-02","042295","691001","45025","2429645.2368999934"
952,"2018-03-03","153779","201066","16058","857602.77"
953,"2018-03-05","149444","691001","26038","1463266.6615999995"
954,"2018-03-06","016913","691001","16019","903601.5059999999"
955,"2018-03-07","101916","691001","44860","2322161.015500001"
956,"2018-03-08","150075","691001","19073","967700.6721999992"
957,"2018-03-09","153762","111079","26439","1492290.69"
958,"2018-03-10","122065","213003","13446","642543.0700000002"
959,"2018-03-12","139957","612026","14852","884106.7199999999"
960,"2018-03-13","139957","691001","11352","647130.2185999999"
961,"2018-03-14","122645","615066","21105","1231566.0899999987"
962,"2018-03-15","139957","691001","18156","1010586.5848000003"
963,"2018-03-16","167912","691001","9213","578300.3477"
964,"2018-03-17","122133","222006","17944","1085960.64"
965,"2018-03-19","042288","612030","18732","931746.5654999997"
966,"2018-03-20","139957","691001","41833","2355481.4833999993"
967,"2018-03-21","139957","691001","34486","1617173.2066999986"
968,"2018-03-22","027001","612030","29035","1760412.6384999997"
969,"2018-03-23","018535","691001","17114","874091.3670999999"
970,"2018-03-24","018535","125004","31412","1903307.7999999993"
971,"2018-03-26","086510","612030","13330","708467.6885999999"
972,"2018-03-27","042288","691001","10816","730290.1181999997"
973,"2018-03-28","018535","612030","24287","1308254.0058999998"
974,"2018-03-29","076467","691001","7001","390510.47599999903"
975,"2018-03-30","153779","691001","67634","4172772.0782000017"
976,"2018-03-31","004460","112025","28108","1483047.109999999"
977,"2018-04-02","150105","691001","20551","921877.7564999999"
978,"2018-04-03","027001","612030","29097","1385128.0827999983"
979,"2018-04-04","167851","691001","33215","1578086.5571999957"
980,"2018-04-05","111410","691001","24458","1242146.0357000008"
981,"2018-04-06","018511","691001","12161","703822.0594"
982,"2018-04-07","042288","612030","3822","231597.5677999999"
983,"2018-04-09","139957","691001","18443","1275811.4109000005"
984,"2018-04-10","153762","691001","22375","1281251.1860000002"
985,"2018-04-11","150075","691001","15204","927784.7133000005"
986,"2018-04-12","194383","701054","12302","697516.8400000003"
987,"2018-04-17","101916","219163","24955","1545419.4699999995"
988,"2018-04-18","153762","691001","4546","248729.4555"
989,"2018-04-19","139957","691001","19741","1061650.5469999998"
990,"2018-04-20","167899","691001","14940","795770.9364999998"
991,"2018-04-21","150129","219114","9178","489036.96"
992,"2018-04-23","122126","691001","11939","628700.4653000003"
993,"2018-04-24","153762","216112","9535","573185.1399999999"
994,"2018-04-25","150099","691001","14731","962025.1241999998"
995,"2018-04-26","077945","691001","9411","852765.7429999993"
996,"2018-04-27","139957","691001","37416","2170057.674300001"
997,"2018-04-28","013622","612030","16141","674996.7583000018"
998,"2018-04-30","167851","691001","13676","760121.8896000005"
999,"2018-05-02","139957","691001","12508","777389.1421999993"
1000,"2018-05-03","027001","612030","6148","448042.94410000014"
1001,"2018-05-04","086510","619433","27729","1387401.7393"
1002,"2018-05-05","122645","619217","22844","1556730.7999999996"
1003,"2018-05-07","013622","619433","37643","1956503.542599999"
1004,"2018-05-08","150105","691001","32789","1615485.2066000004"
1005,"2018-05-09","027001","691001","22863","1113940.5906000007"
1006,"2018-05-10","139957","691001","17706","864533.3868999998"
1007,"2018-05-11","111397","691001","56208","2779363.453800001"
1008,"2018-05-12","194383","612030","31590","1706240.3386"
1009,"2018-05-14","026998","691001","15508","880192.2033"
1010,"2018-05-15","223991","691001","20452","1437476.1463999997"
1011,"2018-05-16","013622","691001","19563","1144476.4524"
1012,"2018-05-17","013622","612030","13232","711829.8193000006"
1013,"2018-05-18","139957","691001","19787","1047648.8742999998"
1014,"2018-05-19","042288","222022","27337","1402359.5900000017"
1015,"2018-05-21","101916","691001","24000","1225656.7057000017"
1016,"2018-05-22","026998","691001","20022","976385.8360000005"
1017,"2018-05-23","018535","691001","15671","851790.1293999999"
1018,"2018-05-24","139957","691001","18787","1393569.297"
1019,"2018-05-25","013622","612030","17482","1003538.6019999994"
1020,"2018-05-26","079987","619217","26058","1515611.1099999999"
1021,"2018-05-28","110673","691001","17423","881596.1708000005"
1022,"2018-05-30","194390","691001","25899","1269501.0202000001"
1023,"2018-05-31","042295","612030","21711","1171431.3050999993"
1024,"2018-06-01","153786","619433","13166","725164.5779000004"
1025,"2018-06-02","042295","612030","21776","1120264.7829999977"
1026,"2018-06-04","111410","691001","2807","107294.02719999994"
1027,"2018-06-05","076467","691001","19458","1030401.9737999991"
1028,"2018-06-06","004460","691001","33584","1748265.4943"
1029,"2018-06-07","150075","691001","41342","2277076.1531999987"
1030,"2018-06-08","111410","691001","12588","876214.3719000007"
1031,"2018-06-09","076467","216248","30626","1598175.0999999985"
1032,"2018-06-11","150112","612030","23673","1299880.9133999993"
1033,"2018-06-12","150143","612030","20662","1872338.5700000026"
1034,"2018-06-13","101916","691001","30116","1775501.648299996"
1035,"2018-06-14","150099","691001","43106","2167470.2030999986"
1036,"2018-06-15","013622","612030","29816","1467012.6501999993"
1037,"2018-06-16","167929","612030","36610","1875562.5420000032"
1038,"2018-06-18","150112","691001","38160","2589049.993299999"
1039,"2018-06-19","235130","613033","19662","1098995.8199999998"
1040,"2018-06-20","101916","691001","11561","516220.25550000084"
1041,"2018-06-21","153779","691001","36114","1912783.4720000015"
1042,"2018-06-22","167851","612030","35439","2014861.6063000024"
1043,"2018-06-23","011734","612030","58565","2841138.3379999995"
1044,"2018-06-25","110673","612026","14144","737443.2600000005"
1045,"2018-06-26","042295","612030","38007","1897265.8318999996"
1046,"2018-06-27","077945","691001","40562","2463160.6724000005"
1047,"2018-06-28","122126","691001","24302","1650556.5636000002"
1048,"2018-06-29","101916","691001","50390","2774979.9773000027"
1049,"2018-06-30","110642","210040","54705","2821348.950000001"
1050,"2018-07-02","122133","691001","7301","422490.0880999998"
1051,"2018-07-03","076467","691001","12523","682789.4255000005"
1052,"2018-07-04","153762","691001","32972","1678559.3932999996"
1053,"2018-07-05","139957","691001","14095","740421.0059999998"
1054,"2018-07-06","167912","691001","16229","811808.4880999989"
1055,"2018-07-07","042240","612030","26994","1374576.8756000006"
1056,"2018-07-09","042295","612030","21854","1068331.1785000002"
1057,"2018-07-10","167912","691001","13785","911232.5820999999"
1058,"2018-07-11","018535","691001","12911","961945.4496000018"
1059,"2018-07-12","101916","619433","26312","1346095.7724999993"
1060,"2018-07-13","042295","612030","18984","1271744.168600001"
1061,"2018-07-14","101916","619433","12803","759569.6289000001"
1062,"2018-07-16","027001","612030","18253","945608.6112000009"
1063,"2018-07-17","122126","691001","14005","943932.3232000017"
1064,"2018-07-18","110642","701054","10690","594054.8400000003"
1065,"2018-07-19","076467","612030","18846","947653.9913000001"
1066,"2018-07-20","153779","691001","32703","1671210.642100001"
1067,"2018-07-21","042271","612030","12379","619984.2278999998"
1068,"2018-07-23","086510","619433","18098","1138695.4706999988"
1069,"2018-07-24","110673","691001","20908","1580795.6997"
1070,"2018-07-25","139957","691001","25122","1237065.2201999992"
1071,"2018-07-26","110659","691001","18672","815603.2546000007"
1072,"2018-07-30","042271","612030","23731","1189033.7909000001"
1073,"2018-07-31","013622","691001","10135","543291.3033999995"
1074,"2018-08-01","094560","615060","21105","1387996.8599999996"
1075,"2018-08-02","018511","216272","21724","1188550.9799999993"
1076,"2018-08-03","139957","691001","26317","1487293.1349999995"
1077,"2018-08-04","167851","115002","10188","490121.16000000003"
1078,"2018-08-06","221898","691001","23296","1160690.1842999987"
1079,"2018-08-07","139803","691001","16198","797188.7510000003"
1080,"2018-08-08","018511","619433","26079","1447264.182000001"
1081,"2018-08-09","111403","691001","33496","1775848.338000001"
1082,"2018-08-10","139957","691001","22170","1276192.408299999"
1083,"2018-08-11","259211","111079","17685","832274.1899999998"
1084,"2018-08-14","139957","691001","14860","801757.8666999987"
1085,"2018-08-15","086510","691001","7333","663124.6406"
1086,"2018-08-16","139957","691001","18781","1103244.6382000013"
1087,"2018-08-17","077945","691001","34113","1893391.3591000019"
1088,"2018-08-18","122065","218001","9336","536397.3099999998"
1089,"2018-08-20","167905","612030","17243","893071.1079000004"
1090,"2018-08-21","139957","691001","36699","1947790.9822999956"
1091,"2018-08-22","150075","691001","22108","1028365.0186999999"
1092,"2018-08-23","167929","691001","29815","1624532.4219000007"
1093,"2018-08-24","122133","691001","22642","1132124.736099999"
1094,"2018-08-25","101916","619433","23394","1253902.559500001"
1095,"2018-08-27","194383","619433","27296","1314450.2751"
1096,"2018-08-28","150099","691001","32819","1773048.3952999986"
1097,"2018-08-29","076467","691001","13955","731986.0461000003"
1098,"2018-08-30","139957","691001","26388","1540927.5954999973"
1099,"2018-08-31","101916","691001","22515","1423076.1237999941"
1100,"2018-09-01","042271","612030","16274","1003891.4452000003"
1101,"2018-09-03","042240","619433","47721","2647534.174200002"
1102,"2018-09-04","167929","612030","30229","1805601.3183000023"
1103,"2018-09-05","194406","691001","23983","1524204.4480000003"
1104,"2018-09-06","018511","612030","45486","2392157.915100002"
1105,"2018-09-07","167905","691001","37187","1955398.1791999994"
1106,"2018-09-08","167905","612030","6271","388860.1910000003"
1107,"2018-09-10","259167","691001","22429","1126551.2451000002"
1108,"2018-09-11","139957","691001","23365","1321213.3109000004"
1109,"2018-09-12","026998","691001","15716","858161.2433000008"
1110,"2018-09-13","139803","691001","24193","1278563.0838999995"
1111,"2018-09-14","027001","691001","22523","1183573.5430999992"
1112,"2018-09-15","018511","612030","12670","677910.3970999998"
1113,"2018-09-17","111397","691001","13008","641902.2217000002"
1114,"2018-09-18","026998","619433","27974","1403242.202900001"
1115,"2018-09-19","234850","618072","32862","1658766.5400000007"
1116,"2018-09-20","018511","691001","24170","1310247.2252999998"
1117,"2018-09-21","101916","691001","17391","923259.7015999999"
1118,"2018-09-22","027001","612030","13032","751533.8842000001"
1119,"2018-09-24","018511","691001","17180","915061.0566000012"
1120,"2018-09-25","150075","691001","41149","2457312.0781"
1121,"2018-09-26","027001","603795","26590","1539846.2457000008"
1122,"2018-09-27","150099","691001","31290","1819195.3647999987"
1123,"2018-09-28","223984","691001","46286","2556317.773100002"
1124,"2018-09-29","018535","603795","14677","1128722.4698999997"
1125,"2018-10-01","018535","691001","24253","1146099.677499999"
1126,"2018-10-02","167929","612030","11730","883588.1529999997"
1127,"2018-10-03","150082","691001","23355","1241315.7323999992"
1128,"2018-10-04","234942","618084","15840","908209.8099999997"
