,"Quarter","Region","State","Trips","Purpose"
1496,"2019-12-23","018535","619433","31785","1954662.440000001"
1497,"2019-12-24","150075","619433","39751","1943423.0999999978"
1498,"2019-12-25","076467","612030","86183","4419122.592440007"
1499,"2019-12-26","110673","612030","60785","2941422.6900000023"
1500,"2019-12-27","076467","619433","48779","2369603.120000005"
1501,"2019-12-28","276942","619433","8567","535644.9899999999"
1502,"2020-01-02","122072","619433","1852","142271.05999999985"
1503,"2020-01-03","027018","619433","5907","354885.4899999995"
1504,"2020-01-06","111397","612030","6156","425130.71654000046"
1505,"2020-01-07","076467","619433","6246","417151.5135499998"
1506,"2020-01-08","150075","619433","24669","1244607.61"
1507,"2020-01-09","153779","619433","19049","1225579.4500000023"
1508,"2020-01-10","042271","691007","12068","689578.4699999999"
1509,"2020-01-11","018535","619433","4448","293375.32999999984"
1510,"2020-01-13","122126","619433","9142","483514.19999999984"
1511,"2020-01-14","042288","612030","16347","770598.2999999995"
1512,"2020-01-15","076467","612030","27576","1822542.0421499964"
1513,"2020-01-16","122126","619433","15913","1093729.43"
1514,"2020-01-17","150075","619433","33178","2029564.1300000006"
1515,"2020-01-18","122072","612030","9900","839235.5099999995"
1516,"2020-01-20","101916","612030","13903","753727.0199999997"
1517,"2020-01-21","194390","612030","14091","1139455.1600000008"
1518,"2020-01-22","122126","619433","4723","839375.0599999998"
1519,"2020-01-23","150143","612030","30216","1739298.2562600002"
1520,"2020-01-24","027018","619433","4649","327886.0399999999"
1521,"2020-01-27","101916","619433","24487","1391298.690000005"
1522,"2020-01-28","101916","612030","28659","1650994.6399999987"
1523,"2020-01-29","027018","612030","26957","1500527.7799999984"
1524,"2020-01-30","086510","691007","13381","662057.6700000002"
1525,"2020-01-31","153762","619433","26871","1390583.6"
1526,"2020-02-01","277017","691007","15403","910683.2500000002"
1527,"2020-02-03","027001","612030","14877","786360.45"
1528,"2020-02-04","277017","612030","6599","501116.3999999998"
1529,"2020-02-05","110666","691007","31028","1691199.7999999984"
1530,"2020-02-06","077945","612030","21093","941853.7900000028"
1531,"2020-02-07","042288","612030","36370","2113322.729999998"
1532,"2020-02-08","013622","691007","23019","1230394.7200000004"
1533,"2020-02-10","011734","612030","14523","848372.3300000007"
1534,"2020-02-11","013622","612030","33358","2000567.8799999983"
1535,"2020-02-12","077938","612030","15229","754203.4600000023"
1536,"2020-02-13","150099","619433","22021","1139137.84"
1537,"2020-02-14","111397","612030","47162","2434504.2399999993"
1538,"2020-02-15","122126","619433","20031","1894500.0100000012"
1539,"2020-02-17","167851","619433","11806","671563.1699999992"
1540,"2020-02-18","150075","619433","17724","1162484.3764500017"
1541,"2020-02-19","110666","612030","38486","2027343.0660700004"
1542,"2020-02-20","077921","691007","21794","1257373.4100000008"
1543,"2020-02-21","153762","612030","17512","934772.25103"
1544,"2020-02-22","018535","619433","31495","1651569.02"
1545,"2020-02-24","122126","619433","16045","800921.4768199997"
1546,"2020-02-25","086510","612030","24083","1267859.2400000005"
1547,"2020-02-26","018535","691007","20500","1247931.6400000043"
1548,"2020-02-27","122126","619433","24431","1167729.9499999995"
1549,"2020-02-28","027018","612030","18320","1269654.9600000002"
1550,"2020-02-29","013622","691007","7029","368551.50999999983"
1551,"2020-03-02","122126","619433","19342","963452.9199999997"
1552,"2020-03-03","110673","612030","22883","1139230.39"
1553,"2020-03-04","276881","691007","13383","765805.9799999999"
1554,"2020-03-05","153779","619433","22850","1342864.490000001"
1555,"2020-03-06","111410","619433","11796","602461.0300000004"
1556,"2020-03-07","011734","691007","24812","1441569.0900000005"
1557,"2020-03-09","277017","691007","39637","1925225.1565399996"
1558,"2020-03-10","042288","691007","31069","1924154.1099999978"
1559,"2020-03-11","018511","612030","43554","2251510.629999997"
1560,"2020-03-12","153779","619433","34315","2219397.8999999994"
1561,"2020-03-13","153779","619433","21681","1460404.2699999998"
1562,"2020-03-14","150129","691007","9932","1093525.5699999991"
1563,"2020-03-16","276843","619433","46848","2262041.059999996"
1564,"2020-03-17","150099","619433","18873","864223.9000000004"
1565,"2020-03-18","276782","619433","20711","1596360.426539999"
1566,"2020-03-19","086510","612030","15868","1207205.2799999996"
1567,"2020-03-20","111397","612030","24486","1235105.929999997"
1568,"2020-03-21","276782","619433","29163","1453297.6400000004"
1569,"2020-03-23","122126","619433","13933","650941.6799999998"
1570,"2020-03-24","101916","619433","30537","1449256.1800000009"
1571,"2020-03-25","011734","691007","44775","2171646.639999997"
1572,"2020-03-26","077938","612030","16986","880307.2299999993"
1573,"2020-03-27","111397","619433","28341","1332048.1700000016"
1574,"2020-03-28","101916","691007","23600","1129966.58"
1575,"2020-03-30","042288","612030","14734","751589.9500000003"
1576,"2020-03-31","018535","612030","14920","727069.7100000001"
1577,"2020-04-01","150075","619433","3965","198600.44"
1578,"2020-04-02","013622","691007","7503","375248.7899999999"
1579,"2020-04-03","101916","612030","16056","787812.6000000001"
1580,"2020-04-04","277017","619433","5307","263720.0999999999"
1581,"2020-04-05","150075","619433","2","88.68"
1582,"2020-04-06","224080","691007","146","8526.930000000002"
1583,"2020-04-07","277017","619433","12637","610810.619999999"
1584,"2020-04-08","276843","691007","14336","684907.9199999999"
1585,"2020-04-09","027001","612030","10910","534448.8099999997"
1586,"2020-04-10","139957","691007","8037","358566.23999999947"
1587,"2020-04-11","027018","612030","6135","297666.1300000001"
1588,"2020-04-12","194390","619433","33","1721.92"
1589,"2020-04-13","276843","619433","5319","261389.66999999998"
1590,"2020-04-14","110666","612030","10914","520241.86"
1591,"2020-04-15","122058","619433","10010","496361.95999999996"
1592,"2020-04-16","167929","619433","8476","423498.1599999999"
1593,"2020-04-17","150075","619433","10514","506329.9399999994"
1594,"2020-04-18","167899","691007","5816","298606.68999999994"
1595,"2020-04-19","110659","691007","117","5931.46"
1596,"2020-04-20","276942","691007","2713","169519.49999999997"
1597,"2020-04-21","276942","619433","11326","565956.2299999994"
1598,"2020-04-22","122058","619433","6257","351771.85000000003"
1599,"2020-04-23","150075","619433","16189","782559.3499999995"
1600,"2020-04-24","224103","612030","11716","543442.7000000002"
1601,"2020-04-25","277017","619433","11941","599036.1199999996"
1602,"2020-04-26","111403","612030","57","3718.88"
1603,"2020-04-27","018511","619433","6326","315626.77"
1604,"2020-04-28","276782","691007","5644","272307.86999999994"
1605,"2020-04-29","042271","612030","17143","808719.1000000008"
1606,"2020-04-30","276782","619433","7799","402166.9199999998"
1607,"2020-05-02","277017","619433","86","4312.7"
1608,"2020-05-03","027001","612030","43","1765.22"
1609,"2020-05-04","101916","619433","11278","597272.0199999998"
1610,"2020-05-05","276843","691007","14406","716826.26"
1611,"2020-05-06","276843","691007","110","6659.87"
1612,"2020-05-07","276782","691007","9759","477390.26000000024"
1613,"2020-05-08","276942","612030","12271","616345.3199999998"
1614,"2020-05-09","194383","612030","166","9166.66"
1615,"2020-05-11","122126","619433","14748","727488.8299999998"
1616,"2020-05-12","276843","691007","20472","987368.2800000001"
1617,"2020-05-13","013622","612030","13377","1075264.3900000006"
1618,"2020-05-14","122065","691007","22562","1337199.7599999998"
1619,"2020-05-15","110666","691007","9131","506708.86999999936"
1620,"2020-05-16","139957","691007","4494","216195.63999999998"
1621,"2020-05-18","013622","612030","13954","719732.3999999997"
1622,"2020-05-19","122126","619433","10988","660368.3799999997"
1623,"2020-05-20","013622","612030","4561","355350.73"
1624,"2020-05-21","101916","612030","6169","486573.0300000001"
1625,"2020-05-22","276942","619433","10614","621543.9500000001"
1626,"2020-05-23","276942","619433","9249","493371.69"
1627,"2020-05-25","077921","612030","14826","935416.4800000003"
1628,"2020-05-26","122065","612030","16712","1019692.6699999996"
1629,"2020-05-27","150105","691007","16970","1001429.7799999999"
1630,"2020-05-28","086510","612030","23822","1188632.01"
1631,"2020-05-29","018535","619433","12196","847982.3400000002"
1632,"2020-05-30","101916","619433","9608","615944.0400000002"
1633,"2020-06-01","018535","612030","10652","722021.4900000001"
1634,"2020-06-02","018535","612030","15671","828614.5499999996"
1635,"2020-06-04","122126","612030","10065","839978.0199999997"
1636,"2020-06-05","150099","619433","8177","499199.1799999999"
1637,"2020-06-06","276843","619433","15910","930957.1900000001"
1638,"2020-06-07","194383","612030","80","4308.400000000001"
1639,"2020-06-08","277017","612030","8483","458018.81999999995"
1640,"2020-06-09","122126","619433","23022","1205952.010000001"
1641,"2020-06-10","018511","612030","11118","632130.4400000001"
1642,"2020-06-11","027018","612030","28576","1531413.5099999995"
1643,"2020-06-12","077938","619433","20357","1263352.8800000006"
1644,"2020-06-13","101916","619433","14333","877950.2000000001"
1645,"2020-06-15","151386","691007","14103","862819.7900000003"
1646,"2020-06-16","221911","691007","9447","510913.56999999983"
1647,"2020-06-17","153762","619433","8659","516062.95999999973"
1648,"2020-06-18","027018","619433","22496","1162461.6900000002"
1649,"2020-06-19","167929","691007","15090","931208.5499999999"
1650,"2020-06-20","276942","619433","22760","1375663.45"
1651,"2020-06-21","013622","119415","20012","1428867.5200000005"
1652,"2020-06-22","042271","612030","10552","594360.2499999998"
1653,"2020-06-23","276942","619433","20777","1180033.5899999999"
1654,"2020-06-24","150105","619433","3018","181301.9699999999"
1655,"2020-06-25","110659","691007","9726","601240.8700000002"
1656,"2020-06-26","224080","612030","3180","217142.70999999996"
1657,"2020-06-27","110666","612030","21182","1245761.86"
1658,"2020-06-28","075613","602206","1420","127968.18999999994"
1659,"2020-06-29","018511","612030","42980","2043050.6400000004"
1660,"2020-06-30","150099","612030","12335","725967.0800000004"
1661,"2020-07-01","110659","691007","20855","1106767.8000000005"
1662,"2020-07-02","027018","612030","33123","2167505.27"
1663,"2020-07-03","276942","619433","24768","1377095.0600000005"
1664,"2020-07-04","276942","619433","7251","478121.18000000017"
1665,"2020-07-06","110659","691007","11345","555600.6699999998"
1666,"2020-07-07","153762","619433","15254","776525.0100000002"
1667,"2020-07-08","122126","612030","37739","1768720.9800000002"
1668,"2020-07-09","167899","612030","19820","1306310.13"
1669,"2020-07-10","276843","619433","28317","1622895.3799999987"
1670,"2020-07-11","276881","619433","20409","1188893.4099999988"
1671,"2020-07-12","079987","619217","8031","459257.4600000001"
1672,"2020-07-13","150099","691007","28277","1467824.6499999997"
1673,"2020-07-14","101916","612030","57796","2704091.4100000015"
1674,"2020-07-15","122072","691007","18517","1114280.560000001"
1675,"2020-07-16","011734","612030","24468","1272491.4100000018"
1676,"2020-07-17","110642","691007","7533","596090.89"
1677,"2020-07-18","013622","619433","21775","1543642.6699999997"
1678,"2020-07-20","153762","619433","29537","1726250.6000000008"
1679,"2020-07-21","276782","612030","21100","1039339.2600000005"
1680,"2020-07-22","122140","612030","25441","1087569.6600000006"
1681,"2020-07-23","110666","612030","24634","1255439.6700000002"
1682,"2020-07-24","139957","691007","36929","1789114.3800000001"
1683,"2020-07-25","276843","691007","7257","398242.40999999974"
1684,"2020-07-27","018535","691007","18472","1083163.7700000003"
1685,"2020-07-29","111403","612030","31431","1542345.0999999999"
1686,"2020-07-30","277017","619433","42868","2317108.2199999993"
1687,"2020-07-31","259198","691007","15821","983875.1999999996"
1688,"2020-08-01","259211","691007","15876","902725.6199999996"
1689,"2020-08-03","027018","612030","25662","1541007.44"
1690,"2020-08-04","042295","691007","26423","1367035.53"
1691,"2020-08-05","122126","619433","24875","1473483.3000000005"
1692,"2020-08-06","139957","691007","25085","1308398.8599999975"
1693,"2020-08-07","139957","691007","16896","1402665.5699999996"
1694,"2020-08-08","076467","691007","4217","203906.21"
1695,"2020-08-09","013622","612030","5257","273404.46"
1696,"2020-08-10","027018","612030","10107","736194.4700000006"
1697,"2020-08-11","224097","619433","16347","921222.1900000008"
1698,"2020-08-12","150082","114031","40274","2007285.6399999997"
1699,"2020-08-13","101916","619433","21628","1134102.25"
1700,"2020-08-14","011734","603795","42739","2120578.9499999997"
1701,"2020-08-15","221911","691007","15219","942518.4299999996"
1702,"2020-08-17","276843","619433","36274","1824781.9399999992"
1703,"2020-08-18","018535","619433","7539","380789.81"
1704,"2020-08-19","086510","612030","13392","786083.4500000003"
1705,"2020-08-20","139803","691007","55528","2824593.8799999985"
1706,"2020-08-21","122126","619433","29643","1697211.0700000008"
1707,"2020-08-22","076467","612030","22298","1144475.1399999997"
1708,"2020-08-24","101916","619433","17633","1135991.1199999999"
1709,"2020-08-25","013622","612030","29244","1458754.23"
1710,"2020-08-26","110659","691007","19986","1059917.509999999"
1711,"2020-08-27","013622","691007","26552","1349215.8000000007"
1712,"2020-08-28","276782","612030","11157","853788.3499999997"
1713,"2020-08-29","101916","612030","25741","1329480.9199999997"
1714,"2020-08-30","077945","612030","2","147.66"
1715,"2020-08-31","042288","612030","33957","1871340.4899999993"
1716,"2020-09-01","013622","612030","21697","1037530.64"
1717,"2020-09-02","013622","612030","25144","1297511.2099999995"
1718,"2020-09-03","018511","603795","24216","1189977.3299999998"
1719,"2020-09-04","076467","691007","14049","772285.2600000002"
1720,"2020-09-05","026998","619433","3","114.97999999999999"
1721,"2020-09-07","011734","691007","23352","1696772.4300000002"
1722,"2020-09-08","151386","619433","16056","809320.2599999993"
1723,"2020-09-09","277017","612030","15430","693237.9700000001"
1724,"2020-09-10","013622","612030","20072","1069379.7900000003"
1725,"2020-09-11","086510","612030","18425","1108656.3500000003"
1726,"2020-09-12","276942","619433","29047","1544852.449999999"
1727,"2020-09-13","277017","612030","45","2548.6800000000003"
1728,"2020-09-14","086510","619433","18156","1114791.7900000007"
1729,"2020-09-15","277017","619433","21653","1540348.3699999996"
1730,"2020-09-16","276881","691007","22236","1182346.7600000002"
1731,"2020-09-17","150082","619433","55792","2734663.470000002"
1732,"2020-09-18","139957","691007","13810","1101529.4100000006"
1733,"2020-09-19","077921","612030","20992","1267813.8600000003"
1734,"2020-09-21","150143","612030","24446","1218798.2000000016"
1735,"2020-09-22","276782","619433","15064","812159.4799999995"
1736,"2020-09-23","150105","691007","31531","1647149.900000002"
1737,"2020-09-24","276942","619433","10524","583068.7199999995"
1738,"2020-09-25","101916","612030","31230","1553347.2500000016"
1739,"2020-09-26","259211","691007","30667","1537477.66"
1740,"2020-09-28","101916","619433","19360","1015037.6"
1741,"2020-09-29","276942","619433","17672","894696.3600000002"
1742,"2020-09-30","101916","619433","32060","1808139.99"
1743,"2020-10-01","276843","619433","22865","1183272.9400000002"
1744,"2020-10-02","110659","619433","13967","973448.3100000005"
1745,"2020-10-03","110666","691007","27147","1338799.9000000004"
1746,"2020-10-05","026998","612030","20530","927121.7000000004"
1747,"2020-10-06","086510","619433","32414","1703283.4699999995"
1748,"2020-10-07","110666","612030","13309","806213.5500000002"
1749,"2020-10-08","122126","619433","28960","1960143.8399999999"
1750,"2020-10-09","101916","619433","30247","1586548.2800000003"
1751,"2020-10-10","110659","619433","16228","614315.2099999997"
1752,"2020-10-11","086510","691007","65","4213.78"
1753,"2020-10-12","027018","619433","11240","521337.76999999996"
1754,"2020-10-13","111397","619433","147","7943.170000000001"
1755,"2020-10-14","276782","619433","12741","759063.8799999985"
1756,"2020-10-15","139957","691007","16138","956250.6699999998"
1757,"2020-10-16","086510","619433","25388","1291739.4700000011"
1758,"2020-10-17","276881","619433","25599","1815414.4499999995"
1759,"2020-10-19","013622","612030","14732","830661.9500000001"
1760,"2020-10-20","151386","619433","14071","912797.8200000002"
1761,"2020-10-21","027018","612030","21112","1322381.8600000024"
1762,"2020-10-22","027018","612030","23494","1326187.600000001"
1763,"2020-10-26","110673","612030","10445","575870.8899999999"
1764,"2020-10-27","086510","612030","9245","613805.6299999995"
1765,"2020-10-28","013622","619433","21825","1083611.9400000009"
1766,"2020-10-29","110659","691007","21202","1403601.3800000001"
1767,"2020-10-30","013622","612030","15528","835321.4799999999"
1768,"2020-10-31","086510","619433","23683","1414819.9900000012"
1769,"2020-11-02","011734","612030","33822","1661183.5499999996"
1770,"2020-11-03","277017","619433","20290","1039165.9700000003"
1771,"2020-11-04","110673","612030","36074","1922873.5699999975"
1772,"2020-11-05","027001","691007","34420","1658275.2200000004"
1773,"2020-11-06","110666","612030","24282","1280676.2099999993"
1774,"2020-11-07","018511","619433","13541","1261797.94"
1775,"2020-11-09","086510","619433","34597","1736097.0799999998"
1776,"2020-11-10","276942","619433","20138","1008370.570000001"
1777,"2020-11-11","027018","612030","24417","1216814.7300000007"
1778,"2020-11-12","086510","612030","25959","1415279.8600000006"
1779,"2020-11-13","224097","619433","25086","1810346.8"
1780,"2020-11-14","110659","619433","17262","1203631.8399999994"
1781,"2020-11-15","150082","619433","111","7789.700000000001"
1782,"2020-11-16","139957","691007","23719","1143618.3"
1783,"2020-11-17","153779","619433","8323","572280.8499999995"
1784,"2020-11-18","277017","619433","15639","849021.6300000005"
1785,"2020-11-19","111397","691007","17925","877877.6999999996"
1786,"2020-11-20","013622","619433","16605","1269926.4499999962"
1787,"2020-11-21","276942","612030","12157","645298.7599999994"
1788,"2020-11-23","150099","619433","20449","986617.6499999999"
1789,"2020-11-24","110659","619433","23932","1179708.71"
1790,"2020-11-25","011734","691007","21290","1207870.9099999995"
1791,"2020-11-26","276942","619433","20289","1008874.5699999998"
1792,"2020-11-27","276843","619433","17314","850753.5600000006"
1793,"2020-11-28","150075","612030","12063","615337.1699999995"
1794,"2020-11-30","110673","612030","24321","1212932.669999999"
1795,"2020-12-01","027018","612030","7326","414095.8599999997"
1796,"2020-12-02","224097","619433","34119","1941610.2999999989"
1797,"2020-12-03","086510","691007","18194","1143333.8599999999"
1798,"2020-12-04","101916","619433","7533","415632.12999999995"
1799,"2020-12-07","026998","619433","27675","1524493.1300000004"
1800,"2020-12-08","276881","619433","16111","1096852.3900000004"
1801,"2020-12-09","276782","612030","25305","1304417.9000000001"
1802,"2020-12-10","110659","619433","30424","1751796.2699999996"
1803,"2020-12-11","110659","619433","17462","966160.92"
1804,"2020-12-12","153762","220007","11262","631727.3300000002"
1805,"2020-12-13","013622","619433","388","25312.16"
1806,"2020-12-14","018511","619433","9480","472600.81999999983"
1807,"2020-12-15","086510","612030","12992","717963.27"
1808,"2020-12-16","110659","619433","16752","886219.5000000008"
1809,"2020-12-17","110659","619433","40059","2307529.0100000035"
1810,"2020-12-18","101916","619433","12440","686690.8600000008"
1811,"2020-12-19","122126","619433","9388","470251.97999999946"
1812,"2020-12-21","276942","619433","38872","1921794.4699999995"
1813,"2020-12-22","013622","612030","22235","1124887.5499999996"
1814,"2020-12-23","150075","691007","24984","1297935.76"
1815,"2020-12-24","194383","619433","101849","5437441.629999994"
1816,"2020-12-25","224097","619433","65191","3134648.0599999977"
1817,"2020-12-26","076467","691007","38265","1998292.2299999993"
1818,"2020-12-28","013622","612030","38102","1897981.2200000002"
1819,"2020-12-29","111403","619433","137648","6456230.359999989"
1820,"2021-01-04","276881","612030","3247","200996.3299999999"
1821,"2021-01-05","110659","619433","5247","475984.05999999976"
1822,"2021-01-06","122072","691007","9309","489085.33999999997"
1823,"2021-01-07","018511","612030","7817","490362.32000000007"
1824,"2021-01-08","101916","619433","15727","967741.3600000006"
1825,"2021-01-09","194383","619433","38638","4131733.4400000004"
1826,"2021-01-11","110659","619433","19962","917307.8999999996"
1827,"2021-01-12","110659","691007","21196","1166776.1099999999"
1828,"2021-01-13","110659","619433","9010","640622.9999999998"
1829,"2021-01-14","026998","612030","8434","505478.08999999997"
1830,"2021-01-15","276782","619433","16007","876412.0400000004"
1831,"2021-01-16","004460","112025","26034","1436332.8700000038"
1832,"2021-01-18","110659","619433","25499","1317692.3199999996"
1833,"2021-01-19","224097","691007","31275","1650233.1499999978"
1834,"2021-01-20","101916","612030","20434","996836.9599999993"
1835,"2021-01-21","111403","691007","21407","1130377.479999999"
1836,"2021-01-22","110659","691007","27289","1468861.6599999992"
1837,"2021-01-23","110659","619433","26494","1378705.8299999991"
1838,"2021-01-25","110659","619433","26015","1292702.310000001"
1839,"2021-01-26","276843","619433","28492","1419743.7099999988"
1840,"2021-01-27","013622","612030","27212","1375714.8099999996"
1841,"2021-01-28","101916","612030","81102","3912144.2300000023"
1842,"2021-01-29","277017","619433","47782","2518979.8199999975"
1843,"2021-01-30","110659","691007","29692","1400132.309999997"
1844,"2021-02-01","101916","619433","28650","1611673.6400000013"
1845,"2021-02-02","167899","612030","18227","1025804.8399999999"
1846,"2021-02-03","086510","619433","13575","781591.4599999995"
1847,"2021-02-04","276942","619433","31920","2241443.700000001"
1848,"2021-02-05","018535","612030","43598","2599946.640000002"
1849,"2021-02-06","016913","201066","30098","2312186.0499999993"
1850,"2021-02-08","139957","691007","19798","1012589.75"
1851,"2021-02-09","110659","619433","22782","1275433.32"
1852,"2021-02-10","101916","619433","10689","524887.1100000002"
1853,"2021-02-11","276942","619433","14384","1308260.7999999998"
1854,"2021-02-12","276782","619433","81","4836.82"
1855,"2021-02-13","111403","619433","37","2510.46"
1856,"2021-02-15","122065","220401","4886","246222.2700000001"
1857,"2021-02-16","013622","619433","20930","1123967.1899999997"
1858,"2021-02-17","042271","603795","53969","2724472.7199999983"
1859,"2021-02-18","167851","612030","51707","2587449.5199999977"
1860,"2021-02-19","111397","619433","33127","1734003.4099999992"
1861,"2021-02-20","086510","619433","27361","1358830.0899999999"
1862,"2021-02-22","122126","619433","19229","1163661.3900000008"
1863,"2021-02-23","101916","619433","14065","1150609.5399999998"
1864,"2021-02-24","077945","619433","21610","1204173.4299999995"
1865,"2021-02-25","027018","612030","14537","1042566.2800000007"
1866,"2021-02-26","288099","202165","12066","610139.9100000006"
1867,"2021-02-27","101916","612030","17692","972956.3500000002"
1868,"2021-03-01","122126","302309","30508","1571562.459999999"
1869,"2021-03-02","061845","115016","34284","1918099.56"
1870,"2021-03-03","086510","612030","8811","667697.8500000001"
1871,"2021-03-04","150082","612030","14353","994723.3099999998"
1872,"2021-03-05","276942","619433","10521","514740.1099999999"
1873,"2021-03-06","018511","619433","17633","950269.1499999998"
1874,"2021-03-07","276942","619433","5","364.5"
1875,"2021-03-08","284619","615031","16731","1168234.8499999987"
1876,"2021-03-09","018535","702009","20814","1209329.7"
1877,"2021-03-10","153779","619433","9973","556954.5900000004"
1878,"2021-03-11","194390","619433","23796","1803081.4600000007"
1879,"2021-03-12","110659","691007","10216","615865.7100000003"
1880,"2021-03-13","013622","619433","19519","1080877.300000002"
1881,"2021-03-15","110659","619433","8538","608224.5500000002"
1882,"2021-03-16","027018","691007","13594","749086.3199999997"
1883,"2021-03-17","101916","619433","59796","2970703.9699999997"
1884,"2021-03-18","276942","619433","11563","730092.3600000005"
1885,"2021-03-19","110659","619433","12168","930129.4000000011"
1886,"2021-03-20","101916","619433","28518","1824092.939999999"
1887,"2021-03-22","101916","619433","23150","1165212.8100000008"
1888,"2021-03-23","150099","619433","22720","1300678.7299999967"
1889,"2021-03-24","101916","619433","13689","818527.1699999998"
1890,"2021-03-25","110659","691007","16593","869924.6200000007"
1891,"2021-03-26","013622","612030","12237","825737.9399999994"
1892,"2021-03-27","276942","612030","13229","770476.64"
1893,"2021-03-29","110673","612030","18959","1006444.45"
1894,"2021-03-30","276942","612030","26478","1711404.0699999996"
1895,"2021-03-31","276881","612030","12200","633224.8899999995"
1896,"2021-04-01","011734","612030","18485","1082111.2600000002"
1897,"2021-04-02","224097","619433","5335","358123.77000000054"
1898,"2021-04-03","139957","691007","12055","748249.8600000001"
1899,"2021-04-04","013622","619433","137","9785.39"
1900,"2021-04-05","276942","619433","28254","1501587.3200000015"
1901,"2021-04-06","151386","619433","12835","1149805.9799999997"
1902,"2021-04-07","235123","602523","14101","795166.36"
1903,"2021-04-08","150082","619433","14112","1108074.2799999993"
1904,"2021-04-09","122126","619433","8790","423688.83999999985"
1905,"2021-04-10","110673","612030","1316","78569.36999999998"
1906,"2021-04-15","042271","612030","303","18481.879999999997"
1907,"2021-04-16","153762","619433","16414","911444.0500000007"
1908,"2021-04-17","018511","619433","4479","336471.97000000015"
1909,"2021-04-18","122065","619433","37","2114.97"
1910,"2021-04-19","110659","619433","7846","392838.60999999987"
1911,"2021-04-20","277017","612030","10828","561290.8400000002"
1912,"2021-04-21","276942","619433","9092","528565.0000000001"
1913,"2021-04-22","276843","612030","11543","660307.2099999987"
1914,"2021-04-23","018535","612030","16390","837106.3500000006"
1915,"2021-04-24","086510","612030","16340","897740.7099999994"
1916,"2021-04-25","011734","612030","26","1932.71"
1917,"2021-04-26","110659","691007","12255","628415.3400000003"
1918,"2021-04-27","013622","201054","6466","363476.0700000001"
1919,"2021-04-28","153762","619433","11570","596230.0100000006"
1920,"2021-04-29","086510","612030","21234","1469174.6900000006"
1921,"2021-04-30","026998","612030","20291","1349166.8000000003"
1922,"2021-05-03","276782","612030","42","2323.33"
1923,"2021-05-04","122126","619433","12502","743972.0799999998"
1924,"2021-05-05","277017","619433","5554","313308.84000000026"
1925,"2021-05-06","276782","619433","17359","1098315.9100000015"
1926,"2021-05-07","122126","612030","19840","1071116.6900000006"
1927,"2021-05-08","026998","612030","11685","594694.1999999997"
1928,"2021-05-09","077938","612030","146","8856.87"
1929,"2021-05-10","110642","691007","10592","667087.4300000002"
1930,"2021-05-11","110659","612030","6733","430682.34000000014"
1931,"2021-05-12","013622","612030","7340","430590.22000000026"
1932,"2021-05-13","150105","612030","24368","1678356.8400000005"
1933,"2021-05-14","150075","612030","8604","463178.2899999998"
1934,"2021-05-15","122072","119460","8588","475099.99"
1935,"2021-05-17","150099","612030","6304","323452.50000000023"
1936,"2021-05-18","101916","612030","11117","628608.0300000003"
1937,"2021-05-19","086510","691007","5092","277093.02000000025"
1938,"2021-05-20","101916","612030","21407","2013839.6800000004"
1939,"2021-05-21","077938","612030","9589","693426.0500000004"
1940,"2021-05-22","224097","612030","9367","525650.0900000003"
1941,"2021-05-23","076467","612030","18","1159.07"
1942,"2021-05-24","224097","619433","19877","978659.2600000002"
1943,"2021-05-25","101916","619433","31917","1646503.9600000025"
1944,"2021-05-27","276942","619433","23289","1213653.6799999995"
1945,"2021-05-28","101916","619433","24872","1277820.1900000004"
1946,"2021-05-29","110666","691007","12293","665138.01"
1947,"2021-05-30","276942","619433","21","1449.5499999999997"
1948,"2021-05-31","122126","612030","19967","1144276.549999999"
1949,"2021-06-01","101916","619433","8698","493938.34"
1950,"2021-06-02","150105","619433","18570","988872.6199999996"
1951,"2021-06-03","101916","619433","15","985.99"
1952,"2021-06-04","150075","619433","11751","594917.0600000002"
1953,"2021-06-05","139957","691007","16158","880652.2700000011"
1954,"2021-06-06","013622","619433","161","9948.610000000004"
1955,"2021-06-07","110659","619433","18222","966286.5700000001"
1956,"2021-06-08","027018","619433","23833","1254606.5100000016"
1957,"2021-06-09","276942","619433","15991","841078.2900000003"
1958,"2021-06-10","223922","612030","13546","793290.7600000012"
1959,"2021-06-11","259211","619433","20071","1087269.2799999996"
1960,"2021-06-12","027018","619433","32529","1957946.019999999"
1961,"2021-06-13","276942","612030","68","4495.14"
1962,"2021-06-14","276782","619433","6941","405237.41000000015"
1963,"2021-06-15","013622","619433","16565","867799.5900000002"
1964,"2021-06-16","150112","619433","5005","357004.38"
1965,"2021-06-17","150082","691007","15420","1002879.5100000005"
1966,"2021-06-18","110659","612030","15561","776374.1700000002"
1967,"2021-06-19","110673","612030","9107","624115.18"
1968,"2021-06-20","276942","619433","32","2504.71"
1969,"2021-06-21","150075","691007","15432","876607.47"
1970,"2021-06-22","150105","619433","24195","1182201.7399999988"
1971,"2021-06-23","276782","612030","19632","1146007.8899999992"
1972,"2021-06-24","277017","619433","19735","1049799.5299999998"
1973,"2021-06-25","101916","619433","12250","685588.5800000003"
1974,"2021-06-26","026998","612030","22106","1616414.859999999"
1975,"2021-06-27","101916","619433","6","450.49000000000007"
1976,"2021-06-28","276782","619433","23464","1303474.519999999"
1977,"2021-06-29","076467","691007","29563","1581433.020000003"
1978,"2021-06-30","276843","619433","46709","2482297.7800000035"
1979,"2021-07-01","013622","612030","33177","1810478.9899999988"
