"Datetime","Cg","Customer","Sku","Qty","Amt"
"2019-07","010011","114031","013622","1200","57247.47"
"2019-07","010011","115002","013622","11304","536161.85"
"2019-07","010011","115016","013622","3912","217507.2"
"2019-07","010011","115030","013622","1032","50006.12"
"2019-07","010011","116018","013622","2400","111497.7"
"2019-07","010011","116101","013622","1056","51169.05"
"2019-07","010011","116114","013622","48","2466.28"
"2019-07","010011","116835","013622","24","1301.66"
"2019-07","010011","118091","013622","240","11149.77"
"2019-07","010011","119001","013622","240","11989"
"2019-07","010011","119009","013622","1200","59945"
"2019-07","010011","119010","013622","240","11722.46"
"2019-07","010011","119087","013622","12000","557488.5"
"2019-07","010011","119237","013622","1200","59945"
"2019-07","010011","119322","013622","288","13379.72"
"2019-07","010011","119352","013622","120","6313.05"
"2019-07","010011","119396","013622","2160","104663.97"
"2019-07","010011","119415","013622","480","22299.54"
"2019-07","010011","119442","013622","2400","112696.6"
"2019-07","010011","119443","013622","240","11629.33"
"2019-07","010011","120023","013622","3000","145366.62"
"2019-07","010011","120099","013622","480","23978"
"2019-07","010011","120194","013622","240","11629.33"
"2019-07","010011","121003","013622","360","17443.99"
"2019-07","010011","121006","013622","360","18340.86"
"2019-07","010011","122015","013622","240","12605.4"
"2019-07","010011","122033","013622","1200","58146.65"
"2019-07","010011","123046","013622","3600","169044.9"
"2019-07","010011","125011","013622","2736","122806.46"
"2019-07","010011","174004","013622","360","16724.65"
"2019-07","010011","177032","013622","48","2603.32"
"2019-07","010011","180041","013622","480","24662.8"
"2019-07","010011","201018","013622","120","6165.7"
"2019-07","010011","201055","013622","72","3668.17"
"2019-07","010011","201077","013622","120","5634.83"
"2019-07","010011","201106","013622","120","6302.7"
"2019-07","010011","201217","013622","96","5042.16"
"2019-07","010011","201224","013622","120","6508.3"
"2019-07","010011","202007","013622","120","5814.66"
"2019-07","010011","202050","013622","240","11629.33"
"2019-07","010011","202056","013622","960","45121.3"
"2019-07","010011","202106","013622","120","6165.7"
"2019-07","010011","202126","013622","600","29972.5"
"2019-07","010011","202140","013622","120","6302.7"
"2019-07","010011","202151","013622","72","3904.98"
"2019-07","010011","202165","013622","120","6508.3"
"2019-07","010011","203004","013622","240","12331.4"
"2019-07","010011","203034","013622","240","11629.33"
"2019-07","010011","203056","013622","120","6508.3"
"2019-07","010011","203144","013622","312","16030.82"
"2019-07","010011","203153","013622","120","6302.7"
"2019-07","010011","203213","013622","72","3781.62"
"2019-07","010011","203227","013622","120","6508.3"
"2019-07","010011","203228","013622","48","2521.08"
"2019-07","010011","203275","013622","240","11989"
"2019-07","010011","203281","013622","24","1370.16"
"2019-07","010011","204011","013622","1200","56348.3"
"2019-07","010011","204077","013622","72","3781.62"
"2019-07","010011","204801","013622","72","3781.62"
"2019-07","010011","205019","013622","120","6302.7"
"2019-07","010011","206011","013622","24","1301.66"
"2019-07","010011","206013","013622","96","5206.64"
"2019-07","010011","206029","013622","96","5206.64"
"2019-07","010011","207014","013622","240","12331.4"
"2019-07","010011","207032","013622","264","13187.9"
"2019-07","010011","208019","013622","1200","56947.75"
"2019-07","010011","209016","013622","144","7336.34"
"2019-07","010011","210011","013622","120","6113.62"
"2019-07","010011","210012","013622","48","2521.08"
"2019-07","010011","210040","013622","48","2521.08"
"2019-07","010011","210049","013622","48","2445.45"
"2019-07","010011","210065","013622","48","2521.08"
